Kanji|JLPT-test|GPT-PT-BR|word1|reading1|translation1|word2|reading2|translation2|word3|reading3|translation3
佐|1|Assistente, ajudar|佐賀|さが|Saga (província)|助手|じょしゅ|assistente|協佐|きょうさ|assistente colaborativo
沙|1|Areia|砂糖|さとう|açúcar|砂浜|すなはま|praia de areia|砂漠|さばく|deserto
査|2|Examinar|査定|さてい|avaliação|査察|ささつ|inspeção|検査|けんさ|exame
砂|2|Areia|砂浜|すなはま|praia de areia|砂糖|さとう|açúcar|砂山|すなやま|montanha de areia
唆|1|Incitar, provocar|唆る|そそのかす|incitar|唆かす|そそのかす|provocar|唆する|そそのかす|instigar
差|3|Diferença|差別|さべつ|discriminação|差し込み|さしこみ|inclusão|差額|さがく|diferença de valor
詐|1|Fraude, engano|詐欺|さぎ|fraude|詐称|さしょう|falsificação|詐病|さびょう|simulação de doença
鎖|1|Corrente, Cadeia|鎖国|さこく|isolacionismo|鎖なし|くさりなし|sem corrente|鎖をかける|さをかける|prender com corrente
座|3|Assento, Sela|座る|すわる|sentar|座席|ざせき|assento|座布団|ざぶとん|almofada
挫|0|Impedimento|挫折|ざせつ|fracasso|挫く|くじく|desalentar|挫傷|ざしょう|lesão
才|3|Talento, Anos|才女|さいじょ|mulher talentosa|才覚|さいかく|inteligência|十才|じゅっさい|dez anos
再|2|Repetição|再生|さいせい|reprodução|再会|さいかい|reencontro|再開|さいかい|reinício
災|1|Desastre|災害|さいがい|desastre natural|災難|さいなん|infortúnio|火災|かさい|incêndio
妻|3|Esposa|妻帯|さいたい|casado|妻子|さいし|esposa e filhos|妻|つま|esposa
采|1|Coleta, colheita|采配|さいはい|comando, liderança|采女|うねめ|garota de colheita|采色|さいしょく|cores diversas
砕|1|Quebrar, despedaçar|砕ける|くだける|despedacar|砕く|くだく|quebrar|砕石|さいせき|pedras britadas
宰|1|Governar, dirigir|宰相|さいしょう|primeiro-ministro|宰殺|ざいさつ|sacrificar|宰治|さいじ|governo
栽|1|Cultivar, Plantar|栽培|さいばい|cultivo|栽植|さいしょく|plantação|栽培者|さいばいしゃ|cultivador
彩|1|Cor, Brilho|彩色|さいしょく|colorido|彩り|いろどり|variedade de cores|彩筆|さいひつ|pincel colorido
採|2|Colher, Capturar|採用|さいよう|contratação|採集|さいしゅう|coleta|採点|さいてん|avaliação
済|3|Concluído, Resolvido|済む|すむ|terminar, ser resolvido|完成済|かんせいずみ|completado|済ませる|すませる|concluir, terminar
祭|2|Festa|祭り|まつり|festa|祭典|さいてん|festival|祭司|さいし|sacerdote
斎|1|Purificação|斎戒|さいかい|purificação|斎月|いわいづき|mês de comemoração|斎場|さいじょう|local de purificação
細|2|Fino, Delicado|細い|ほそい|fino|細かい|こまかい|delicado|細部|さいぶ|detalhe
菜|3|Vegetal|菜食|さいしょく|vegetariano|野菜|やさい|legume|菜園|さいえん|horta
最|3|Mais, o máximo|最初|さいしょ|primeiro|最高|さいこう|o melhor|最近|さいきん|recentemente
裁|1|Julgamento, Decisão|裁判|さいばん|julgamento|裁定|さいてい|decisão|裁縫|さいほう|costura
債|1|Dívida, obrigação|債務|さいむ|dívida|債権|さいけん|direito de crédito|債券|さいけん|título de dívida
催|1|Promoção, realização|催促|さいそく|cobrança|催眠|さいみん|hipnose|催し|もよおし|evento
塞|0|Obstrução, bloqueio|交通塞|こうつうふさい|tráfego bloqueado|塀塞|へいふさい|muro obstruído|耳塞|みみふさい|obstrução do ouvido
歳|3|Idade, Ano|歳月|さいげつ|anos|歳|とし|ano, idade|十歳|じゅっさい|dez anos
載|1|Carregar, Colocar|載せる|のせる|carregar|掲載|けいさい|publicação|載荷|さいか|carga
際|3|Limite, Fronteira|際|きわ|limite|国際|こくさい|internacional|際どい|きわどい|arriscado
埼|0|Penhasco, promontório|埼玉|さいたま|Saitama|埼岬|さきみさき|Ponta do Promontório|埼崎|さきざき|Promontório Saki
在|3|Existir, Estar|存在|そんざい|existência|在宅|ざいたく|estar em casa|在校|ざいこう|estar na escola
材|2|Material, Madeira|材料|ざいりょう|ingredientes, materiais|材質|ざいしつ|material, qualidade do material|木材|もくざい|madeira
剤|1|Medicação, agente|薬剤|やくざい|medicamento|剤型|ざいがた|forma de medicamento|禁忌剤|きんきざい|medicamento contraindicado
財|3|Riqueza, bens|財産|ざいさん|propriedade|財政|ざいせい|finanças|資財|しざい|recursos
罪|3|Crime, Culpabilidade|罪悪|ざいあく|pecado, crime|罪人|ざいにん|criminoso|罪状|ざいじょう|acusação
崎|1|Ponta, Promontório|岬|みさき|cabo|崎嶇|きく|acidentado|崎山|さきやま|montanha pontiaguda
作|4|Fazer, Produzir|作成|さくせい|criação|作品|さくひん|obra|作業|さぎょう|trabalho
削|1|Remover, cortar|削除|さくじょ|remoção|削り出し|けずりだし|corte|削岩|しゅくがん|corte de rocha
昨|3|Último, passado|昨夜|さくや|ontem à noite|昨年|さくねん|ano passado|昨今|さっこん|recentemente
柵|0|Cerca, grade|柵欄|さくらん|barreira|柵壁|さくへき|cerca|柵門|さくもん|portão de cerca
索|1|Busca, Pesquisa|索引|さくいん|índice|索道|さくどう|teleférico|探索|たんさく|exploração
策|1|Estratégia|策略|さくりゃく|estratégia (tática)|政策|せいさく|política (governamental)|計策|けいさく|planejamento (estratégico)
酢|1|Vinagre|酢飯|すめし|arroz vinagre|酢酸|すさん|ácido acético|果実酢|かじつす|vinagre de fruta
搾|1|Extrair|搾乳|さくにゅう|ordenha|搾 juice|しぼりじゅーす|suco espremido|搾取|さくしゅ|exploração
錯|1|Erro, confusão|錯覚|さっかく|ilusão|錯乱|さくらん|confusão|錯誤|さくご|erro
咲|2|Florescer|咲く|さく|florescer|咲き誇る|さきほこる|florescer esplendidamente|微笑み咲く|ほほえみさく|florescer com um sorriso
冊|2|Volume, Livro|冊子|さっし|folheto|冊数|さくすう|número de volumes|一冊|いっさつ|um volume
札|2|Nota, Cartão|札束|さつたば|monte de notas|名札|なふだ|crachá|御札|おふだ|talisman
刷|2|Imprimir, Pintar|刷子|ブラシ|escova|印刷|いんさつ|impressão|刷る|する|imprimir
刹|0|Templo|刹那|せつな|momento|寺刹|じさつ|templo budista|刹土|せつど|terra sagrada
拶|0|Contato|挨拶|あいさつ|cumprimento|拶入|ざつにゅう|introdução|拶見|さつけん|visita
殺|3|Morte, matar|殺人|さつじん|homicídio|殺す|ころす|matar|自殺|じさつ|suicídio
察|3|Percepção, Compreensão|察する|さっする|perceber|察知|さっち|detecção|観察|かんさつ|observação
撮|1|Fotografar|撮影|さつえい|fotografia|撮る|とる|tirar (foto)|撮影者|さつえいしゃ|fotógrafo
擦|1|Esfregar|擦過|さっか|esfregar|擦れる|される|desgastar|擦り傷|すりきず|corte
雑|3|Diverso, Misturado|雑誌|ざっし|revista|雑貨|ざっか|artigos variados|雑音|ざつおん|ruído
皿|2|Prato|皿洗い|さらあらい|lavar louça|皿|さら|prato|皿盛り|さらもり|prato cheio
三|5|Três|三角|さんかく|triângulo|三人|さんにん|três pessoas|三つ|みっつ|três (contagem)
山|5|Montanha|山脈|さんみゃく|cordilheira|山登り|やまのぼり|escalada|山火事|やまかじ|incêndio florestal
参|3|Participação|参加|さんか|participação|参照|さんしょう|referência|参議院|さんぎいん|senado
桟|1|Plataforma, andar|桟橋|さんばし|píer|桟敷|さんじき|tribuna|桟木|さんぎ|viga
蚕|1|Bicho-da-seda|蚕桑|さんそう|moreria (planta do bicho-da-seda)|蚕糸|さんし|fio de seda|蚕食|さんしょく|devorar (figurativo)
惨|1|Terrível, Trágico|惨事|さんじ|tragédia|惨め|みじめ|miserável|惨劇|さんげき|drama trágico
産|3|Produção, Nascimento|産業|さんぎょう|indústria|産物|さんぶつ|produto|産休|さんきゅう|licença maternidade
傘|1|Guarda-chuva|傘立て|かさたて|apoio para guarda-chuva|雨傘|あまがさ|guarda-chuva para a chuva|日傘|ひがさ|guarda-sol
散|3|Dispersar, Espalhar|散歩|さんぽ|passeio|散乱|さんらん|desordem|散発|さんぱつ|corte de cabelo
算|2|Cálculo, contagem|算数|さんすう|matemática|計算|けいさん|cálculo|算盤|そろばん|ábaco
酸|1|Ácido|酸素|さんそ|oxigênio|酸性|さんせい|ácido|酸っぱい|すっぱい|azedo
賛|3|Apoio, Concordância|賛成|さんせい|aprovação|賛美|さんび|elogio|賛助|さんじょ|apoio financeiro
残|3|Sobrar, Restante|残り|のこり|restante|残念|ざんねん|pena|残業|ざんぎょう|hora extra
斬|0|Corte, Decapitação|斬撃|ざんげき|golpe cortante|斬首|ざんしゅ|decapitação|斬新|ざんしん|inovador
暫|1|Temporário|暫定|ざんてい|provisório|暫時|ざんじ|tempestivamente|暫く|しばらく|por um tempo
士|1|Guerreiro, Sábio|士族|しぞく|nobreza samurai|士気|しき|moral|武士|ぶし|samurai
子|5|Criança, Filho|子供|こども|criança|子猫|こねこ|gatinho|女子|じょし|menina
支|3|apoio|支持|しじ|apoio|支店|してん|filial|支払|しはらい|pagamento
止|4|Parar, Estacionar|止まる|とまる|parar|停止|ていし|paralisação|中止|ちゅうし|suspensão
氏|1|Sobrenome|氏名|しめい|nome completo|氏族|しぞく|clã|氏子|うじこ|membro de um santuário
仕|4|Fazer, Trabalhar|仕事|しごと|trabalho|仕方|しかた|maneira, método|仕組み|しくみ|estrutura, sistema
史|2|História|史学|しがく|historiografia|歴史|れきし|história|史書|ししょ|livros históricos
司|2|Comando, Gestão|司会|しかい|apresentação, moderação|司令|しれい|comando, ordem|司書|ししょ|bibliotecário
四|5|Quatro|四月|しがつ|abril|四角|しかく|quadrado|四人|よにん|quatro pessoas
市|3|Cidade, Mercado|市民|しみん|cidadão|市場|いちば|mercado|市役所|しやくしょ|prefeitura
矢|1|Flecha|矢印|やじるし|seta|矢師|やし|arqueiro|矢銃|やじゅう|besta
旨|1|Sabor, gosto|旨味|うまみ|umami|旨い|うまい|saboroso|旨く|うまく|bem
死|4|Morte|死ぬ|しぬ|morrer|死亡|しぼう|falecimento|死体|したい|corpo
糸|2|Fio, Linha|糸巻き|いとまき|carretel de linha|糸電話|いとでんわ|telefone de fio|糸口|いとぐち|ponto de partida
至|1|Chegar|至急|しきゅう|urgente|至上|しじょう|supremo|至福|しふく|supremo prazer
伺|2|Visita, Pergunta|伺う|うかがう|visitar, perguntar|伺候|しこう|atender, servir|伺い|うかがい|consulta, inquérito
志|2|Intenção, Aspiração|志望|しぼう|Desejo, Aspiração|志士|しし|Patriota, Idealista|志学|しがく|Estudo do desejo (educacional)
私|4|Eu|私生活|しせいかつ|vida pessoal|私文書|しぶんしょ|documento pessoal|私立|しりつ|privado
使|4|Usar, Utilizar|使う|つかう|usar|使者|ししゃ|mensageiro|使用|しよう|uso
刺|2|Espinho, Ponto|刺身|さしみ|sashimi|刺繍|ししゅう|bordado|刺客|しかく|assassino
始|4|Início, Começo|始める|はじめる|começar|始まり|はじまり|início|開始|かいし|início
姉|4|Irmã mais velha|姉妹|しまい|irmãs|姉貴|あねき|irmã mais velha (informal)|姉さん|ねえさん|irmã mais velha (forma respeitosa)
枝|2|Ramo|枝分かれ|えだわかれ|divisão de ramo|枝葉|えだは|folhas e ramos|枝豆|えだまめ|soja verde
祉|1|Bem-estar|福祉|ふくし|bem-estar social|社会福祉|しゃかいふくし|assistência social|福祉事業|ふくしじぎょう|projeto de bem-estar
肢|1|Membro, braço|肢体|したい|membros|肢況|しきょう|condição dos membros|肢の|しの|do membro
姿|1|Forma, Aparência|姿勢|しせい|Postura|姿見|しみ|Espelho de corpo todo|姿表|すがたひょう|Aparência
思|4|Pensar, Sentir|思い出|おもいで|memória|思考|しこう|pensamento|思っています|おもっています|estou pensando
指|3|Dedo, Indicar|指示|しじ|indicação|指輪|ゆびわ|anel|指導|しどう|orientação
施|1|Implementar, aplicar|施行|しこう|execução|施策|しさく|medida|施仁|せにん|caridade
師|3|Mestre|教師|きょうし|professor|師匠|ししょう|mestre (de artes)|医師|いし|médico
恣|0|Arbitário, caprichoso|恣意|しい|arbitrário|恣然|しぜん|caprichoso|恣弄|しろう|manipular à vontade
紙|4|Papel|紙幣|しへい|nota (dinheiro)|和紙|わし|papel japonês|便箋|びんせん|papel de carta
脂|2|Gordura|脂肪|しぼう|gordura|脂汗|あぶらあせ|sujeira|脂質|ししつ|lipídios
視|1|Visão|視覚|しかく|visão|視野|しや|campo de visão|視線|しせん|olhar
紫|1|Roxo|紫色|むらさきいろ|cor roxa|紫陽花|あじさい|hortênsia|紫外線|しがいせん|radiação ultravioleta
詞|2|Palavra, letra|詩詞|しじ|poesia|詞書|しがき|letra (de uma música)|詞語|しご|vocabulário
歯|3|Dente|歯磨き|はみがき|pasta de dente|歯医者|はいしゃ|dentista|歯車|はぐるま|engrenagem
嗣|1|Sucessor, Herdeiro|嗣子|しし|filho herdeiro|嗣ぐ|つぐ|suceder|嗣族|しぞく|família do herdeiro
試|4|Teste, experimentar|試験|しけん|exame|試みる|こころみる|tentar|試食|ししょく|degustação
詩|1|Poesia|詩人|しじん|poeta|詩集|ししゅう|coleção de poemas|詩的|してき|poético
資|3|Recursos, riqueza|資本|しほん|capital|資源|しげん|recursos|資質|ししつ|qualidade
飼|1|Cuidar, Criar|飼い犬|かいいぬ|cachorro de estimação|飼育|しいく|criação (de animais)|飼料|しりょう|ração
誌|2|Revista, Publicação|雑誌|ざっし|revista|記事|きじ|artigo|年誌|ねんし|revista anual
雌|1|Fêmea|雌犬|めいぬ|cadela|雌鳥|めいちょう|ave fêmea|雌花|めいか|flor fêmea
摯|0|Sinceridade|摯友|しゆう|amigo íntimo|摯心|しんしん|coração sincero|摯情|しじょう|sentimentos sinceros
賜|1|Presente, dom|賜物|たまもの|presente|賜る|たまわる|receber|賜爵|しやく|título honorário
諮|1|Consulta, Deliberação|諮問|しもん|consulta|諮られる|はかられる|deliberar|諮議|しぎ|deliberação
示|3|Mostrar, Indicar|指示|しじ|indicação|示す|しめす|mostrar|表示|ひょうじ|exibição
字|4|Letra, Caractere|漢字|かんじ|kanji|文字|もじ|letra|字典|じてん|dicionário
寺|2|Templo|寺院|じいん|templo religioso|寺小屋|てらこや|escola de templo|お寺|おてら|templo budista
次|3|Próximo|次の日|つぎのひ|próximo dia|次回|じかい|próxima vez|次元|じげん|dimensões
耳|4|Ouvido|耳鳴り|みみなり|zumbido no ouvido|耳栓|みみせん|tampa de ouvido|耳鏡|じきょう|otoscópio
自|4|Si, eu|自分|じぶん|eu mesmo|自然|しぜん|natureza|自主|じしゅ|autonomia
似|3|Semelhança|似ている|にている|parecer|似顔絵|にがおえ|retrato|似た|にた|semelhante
児|2|Criança|児童|じどう|criança, estudante|児戯|じぎ|brincadeira infantil|幼児|ようじ|bebe, criança pequena
事|4|Coisa, Assunto|仕事|しごと|trabalho|事件|じけん|incidente|事務|じむ|escritório
侍|1|Samurai|侍女|じじょ|dama de companhia|侍刀|じとう|espada de samurai|武士侍|ぶしざむらい|guerreiro samurai
治|3|Cura, Governo|治療|ちりょう|tratamento|政治|せいじ|política|治安|ちあん|segurança pública
持|4|Segurar, portar|持ち物|もちもの|pertences|持つ|もつ|ter|持続|じぞく|duração
時|5|Tempo, Hora|時間|じかん|hora|時刻|じこく|horário|時代|じだい|época
滋|1|Nutrição, Riqueza|滋養|じよう|nutrição|滋賀|しが|Shiga (prefeitura do Japão)|滋潤|じじゅん|umidade rica
慈|1|Compaixão|慈悲|じひ|compaixão|慈愛|じあい|amor compassivo|慈しむ|いつくしむ|ter carinho
辞|3|Dicionário, Renúncia|辞典|じてん|dicionário|辞職|じしょく|renúncia|辞令|じれい|aviso de demissão
磁|1|Ímã|磁石|じしゃく|ímã|磁場|じば|campo magnético|磁気|じき|magnetismo
餌|0|Ração, alimento|餌|えさ|ração|餌食|えじき|isca|餌付け|えづけ|alimentar
璽|0|Selo|璽印|じいん|selo imperial|玉璽|ぎょくじ|selo de jade|璽書|じしょ|documento oficial
鹿|1|Cervo|鹿肉|しかにく|carne de cervo|鹿児島|かごしま|Kagoshima|白鹿|しろしか|cervo branco
式|3|Cerimônia, Forma|式典|しきてん|cerimônia|式|しき|forma|公式|こうしき|oficial
